Pickup Location,Request to Pickup,Hour of Day,Time of Day,Month of Year
90,484.00000000000006,1,night,7
255,275.0,8,morning,4
142,222.0,13,afternoon,6
197,172.0,20,night,10
129,189.0,0,night,5
254,229.00000000000003,17,evening,7
61,485.00000000000006,5,night,2
20,227.0,17,evening,8
254,224.0,22,night,7
147,134.0,19,evening,3
90,412.0,10,morning,10
102,141.0,12,afternoon,12
254,358.0,13,afternoon,2
181,323.0,12,afternoon,10
143,282.0,22,night,1
227,238.00000000000003,23,night,8
233,184.0,20,night,5
138,502.00000000000006,20,night,7
139,448.0,6,morning,2
254,300.0,22,night,11
122,251.00000000000003,23,night,9
92,77.0,0,night,11
162,363.0,20,night,11
90,611.0,18,evening,10
208,241.00000000000003,18,evening,2
191,284.0,1,night,6
132,295.0,22,night,6
209,217.0,0,night,7
113,171.0,0,night,6
181,263.0,12,afternoon,10
145,149.0,7,morning,9
163,357.0,2,night,3
254,324.0,8,morning,2
183,625.0,17,evening,7
177,780.0,8,morning,5
90,174.0,18,evening,1
159,152.0,15,afternoon,8
89,172.0,15,afternoon,2
140,187.0,13,afternoon,2
151,212.0,22,night,7
225,655.0,7,morning,7
95,271.0,12,afternoon,6
130,703.0,19,evening,7
225,599.0,6,morning,2
62,158.0,20,night,2
170,231.00000000000003,23,night,2
260,311.0,18,evening,11
48,469.00000000000006,20,night,4
166,237.00000000000003,15,afternoon,5
142,555.0,22,night,5
54,334.0,14,afternoon,2
257,161.0,16,afternoon,12
149,184.0,9,morning,2
170,398.0,7,morning,1
61,197.0,23,night,7
129,261.0,18,evening,9
168,518.0,16,afternoon,7
182,451.0,7,morning,4
166,60.00000000000001,16,afternoon,8
177,182.0,17,evening,8
157,181.0,14,afternoon,7
119,225.0,20,night,4
89,627.0,13,afternoon,6
116,250.00000000000003,13,afternoon,9
151,256.0,21,night,7
36,287.0,8,morning,11
145,231.00000000000003,18,evening,3
114,304.0,19,evening,12
63,350.0,0,night,10
179,302.0,20,night,6
244,30.000000000000004,9,morning,3
136,1305.0,0,night,1
88,182.0,19,evening,6
138,254.00000000000003,13,afternoon,4
17,213.0,22,night,3
79,119.0,2,night,10
52,130.0,20,night,11
166,510.00000000000006,18,evening,4
198,316.0,21,night,12
135,284.0,14,afternoon,1
158,222.0,12,afternoon,1
69,267.0,10,morning,5
79,510.00000000000006,3,night,12
246,256.0,16,afternoon,7
74,284.0,23,night,12
50,132.0,23,night,8
170,136.0,14,afternoon,2
191,531.0,5,night,9
125,420.0,19,evening,9
66,382.0,13,afternoon,8
36,718.0,7,morning,12
186,114.0,11,morning,1
92,221.0,18,evening,6
68,161.0,13,afternoon,6
178,187.0,8,morning,6
225,250.00000000000003,14,afternoon,1
66,417.0,18,evening,10
225,191.0,20,night,3
121,145.0,11,morning,3
138,350.0,19,evening,6
135,164.0,8,morning,6
77,137.0,13,afternoon,6
45,148.0,20,night,8
20,296.0,18,evening,7
229,150.0,18,evening,3
4,-537.0,11,morning,11
182,375.0,9,morning,3
14,130.0,17,evening,6
114,226.0,0,night,12
42,639.0,15,afternoon,5
35,135.0,16,afternoon,6
22,366.0,5,night,4
159,343.0,9,morning,2
47,201.0,5,night,2
107,541.0,5,night,12
188,196.0,19,evening,6
130,75.0,17,evening,10
61,276.0,19,evening,2
234,135.0,12,afternoon,7
36,538.0,19,evening,2
74,698.0,19,evening,2
142,170.0,1,night,10
226,436.0,10,morning,2
164,233.00000000000003,20,night,1
218,254.00000000000003,19,evening,3
29,175.0,16,afternoon,6
230,147.0,2,night,4
13,207.0,19,evening,7
141,190.0,23,night,7
116,284.0,10,morning,2
81,505.00000000000006,4,night,9
35,278.0,21,night,6
90,465.00000000000006,19,evening,11
114,105.0,12,afternoon,7
83,286.0,8,morning,5
237,235.00000000000003,12,afternoon,11
88,514.0,19,evening,1
246,282.0,20,night,6
224,232.00000000000003,8,morning,2
247,534.0,9,morning,10
170,184.0,8,morning,3
187,594.0,5,night,10
231,156.0,20,night,6
122,312.0,10,morning,4
131,200.0,0,night,2
231,104.0,21,night,3
249,229.00000000000003,22,night,12
177,305.0,19,evening,8
220,265.0,21,night,1
244,163.0,13,afternoon,2
188,167.0,23,night,6
142,203.0,19,evening,1
48,319.0,0,night,4
17,362.0,20,night,3
87,34.0,17,evening,12
160,196.0,15,afternoon,5
66,316.0,20,night,8
225,601.0,10,morning,3
132,116.0,10,morning,5
234,241.00000000000003,21,night,10
254,203.0,9,morning,5
157,63.00000000000001,15,afternoon,5
187,225.0,19,evening,1
244,196.0,14,afternoon,7
17,159.0,20,night,6
213,253.00000000000003,16,afternoon,3
185,104.0,16,afternoon,6
17,270.0,16,afternoon,2
76,388.0,17,evening,6
78,285.0,8,morning,6
48,135.0,2,night,1
36,67.0,23,night,1
81,167.0,18,evening,3
33,226.0,1,night,10
114,576.0,1,night,6
255,96.0,12,afternoon,6
49,223.0,11,morning,11
231,442.0,10,morning,7
20,82.0,2,night,10
68,192.0,6,morning,9
210,375.0,12,afternoon,5
142,480.00000000000006,12,afternoon,11
233,240.00000000000003,12,afternoon,11
76,157.0,21,night,6
193,431.0,17,evening,8
209,336.0,15,afternoon,5
10,343.0,16,afternoon,1
65,367.0,8,morning,2
183,174.0,20,night,6
230,311.0,11,morning,5
140,479.00000000000006,17,evening,2
132,556.0,20,night,8
75,139.0,11,morning,3
133,248.00000000000003,15,afternoon,8
116,159.0,14,afternoon,7
148,65.0,23,night,1
22,184.0,14,afternoon,3
260,280.0,0,night,10
80,361.0,0,night,6
91,342.0,12,afternoon,6
155,126.0,17,evening,7
186,378.0,17,evening,6
91,175.0,18,evening,4
119,434.0,10,morning,6
39,134.0,19,evening,6
115,456.0,17,evening,7
117,571.0,16,afternoon,9
14,493.00000000000006,21,night,7
137,330.0,7,morning,4
35,432.0,7,morning,2
155,264.0,15,afternoon,9
182,274.0,12,afternoon,10
37,237.00000000000003,13,afternoon,7
133,266.0,5,night,3
161,270.0,17,evening,2
159,309.0,21,night,3
148,198.0,22,night,6
125,211.0,10,morning,4
79,214.0,19,evening,5
217,385.0,6,morning,3
39,302.0,20,night,12
130,137.0,14,afternoon,8
242,693.0,6,morning,3
47,274.0,14,afternoon,9
17,338.0,15,afternoon,3
239,575.0,0,night,6
130,216.0,14,afternoon,6
238,215.0,15,afternoon,12
85,1358.0,14,afternoon,3
49,185.0,2,night,4
255,143.0,20,night,2
258,319.0,16,afternoon,12
235,269.0,21,night,2
10,220.0,14,afternoon,6
48,202.0,3,night,11
95,291.0,17,evening,4
79,62.00000000000001,21,night,6
206,475.00000000000006,10,morning,6
69,220.0,7,morning,1
157,305.0,2,night,12
179,129.0,0,night,6
76,124.0,8,morning,3
177,207.0,17,evening,1
39,98.0,5,night,8
68,225.0,3,night,6
62,405.0,6,morning,5
232,182.0,10,morning,5
17,-551.0,5,night,3
210,208.0,12,afternoon,8
227,166.0,0,night,2
226,85.0,18,evening,2
170,404.0,17,evening,4
35,518.0,5,night,6
161,236.00000000000003,11,morning,7
211,1206.0,12,afternoon,8
249,78.0,21,night,8
92,299.0,18,evening,3
241,789.0,15,afternoon,5
82,85.0,15,afternoon,1
41,447.0,23,night,8
69,357.0,14,afternoon,7
236,235.00000000000003,12,afternoon,8
263,89.0,19,evening,3
158,147.0,19,evening,2
9,394.0,21,night,5
84,439.0,13,afternoon,7
18,164.0,17,evening,8
191,86.0,20,night,4
76,119.0,15,afternoon,1
132,408.0,15,afternoon,5
108,233.00000000000003,19,evening,5
226,78.0,20,night,6
242,284.0,18,evening,4
239,438.0,16,afternoon,8
164,374.0,12,afternoon,11
121,222.0,11,morning,9
232,423.0,19,evening,2
42,141.0,20,night,7
148,175.0,19,evening,4
152,372.0,23,night,7
209,323.0,18,evening,5
234,76.0,21,night,1
198,240.00000000000003,8,morning,8
225,286.0,22,night,8
165,191.0,15,afternoon,3
234,182.0,22,night,2
79,481.00000000000006,2,night,12
106,327.0,22,night,8
191,78.0,17,evening,4
11,224.0,9,morning,4
47,198.0,1,night,4
29,224.0,23,night,8
39,170.0,17,evening,11
77,858.0,22,night,10
49,341.0,18,evening,1
88,329.0,20,night,5
186,312.0,22,night,5
91,360.0,0,night,6
248,402.0,13,afternoon,4
246,375.0,20,night,11
258,644.0,15,afternoon,12
17,261.0,20,night,3
132,645.0,23,night,2
35,132.0,20,night,8
165,268.0,12,afternoon,4
7,245.00000000000003,8,morning,2
148,168.0,2,night,5
234,74.0,12,afternoon,6
116,179.0,8,morning,5
142,246.00000000000003,1,night,5
97,1131.0,23,night,8
28,198.0,13,afternoon,6
114,125.0,9,morning,4
144,379.0,16,afternoon,6
106,261.0,18,evening,2
117,310.0,22,night,3
61,153.0,22,night,2
240,338.0,22,night,3
161,589.0,17,evening,12
148,176.0,6,morning,3
124,333.0,12,afternoon,5
209,255.00000000000003,15,afternoon,3
236,93.0,22,night,8
97,241.00000000000003,22,night,8
140,494.00000000000006,8,morning,11
161,403.0,11,morning,6
32,175.0,1,night,5
74,217.0,22,night,11
130,669.0,0,night,8
230,260.0,23,night,3
151,474.00000000000006,7,morning,11
218,145.0,15,afternoon,4
211,134.0,13,afternoon,2
244,239.00000000000003,11,morning,1
226,185.0,17,evening,2
78,210.0,9,morning,10
211,147.0,20,night,5
181,373.0,12,afternoon,2
232,304.0,21,night,2
191,150.0,16,afternoon,6
246,302.0,11,morning,5
144,87.0,19,evening,6
256,137.0,21,night,5
10,283.0,4,night,5
82,650.0,22,night,4
170,197.0,13,afternoon,8
69,210.0,12,afternoon,1
107,511.00000000000006,8,morning,7
17,1427.0,7,morning,9
7,273.0,18,evening,2
213,263.0,14,afternoon,6
239,329.0,1,night,4
43,428.0,16,afternoon,9
84,372.0,2,night,8
22,172.0,14,afternoon,11
35,437.0,21,night,2
130,225.0,20,night,3
155,482.00000000000006,11,morning,12
133,254.00000000000003,23,night,8
65,364.0,2,night,12
230,378.0,13,afternoon,4
169,299.0,21,night,7
79,235.00000000000003,19,evening,4
39,185.0,5,night,11
198,359.0,9,morning,1
112,345.0,15,afternoon,7
39,1211.0,7,morning,12
7,221.0,7,morning,5
80,696.0,0,night,9
233,193.0,12,afternoon,9
63,115.0,11,morning,3
173,353.0,21,night,3
68,535.0,23,night,6
231,227.0,8,morning,5
90,88.0,2,night,5
69,283.0,21,night,12
171,211.0,14,afternoon,1
71,544.0,3,night,7
23,406.0,10,morning,1
37,491.00000000000006,2,night,4
167,322.0,5,night,5
85,320.0,5,night,5
255,545.0,18,evening,3
69,100.0,12,afternoon,7
243,110.0,9,morning,1
153,322.0,20,night,1
215,507.00000000000006,17,evening,7
76,277.0,20,night,4
76,256.0,19,evening,5
233,290.0,17,evening,1
249,112.0,23,night,2
22,350.0,12,afternoon,10
138,191.0,15,afternoon,8
41,328.0,23,night,3
79,113.0,19,evening,3
37,127.0,19,evening,4
239,128.0,9,morning,2
141,127.0,10,morning,2
66,239.00000000000003,1,night,7
86,574.0,9,morning,8
139,200.0,10,morning,6
147,272.0,23,night,11
250,292.0,16,afternoon,3
169,282.0,18,evening,11
163,134.0,16,afternoon,6
200,183.0,9,morning,4
162,60.00000000000001,8,morning,11
185,376.0,15,afternoon,2
82,236.00000000000003,19,evening,6
229,355.0,16,afternoon,5
228,265.0,20,night,7
106,113.0,13,afternoon,6
181,51.0,18,evening,1
129,149.0,10,morning,11
129,309.0,21,night,7
114,152.0,9,morning,8
37,309.0,23,night,5
142,70.0,6,morning,3
191,198.0,7,morning,5
163,167.0,20,night,2
92,223.0,11,morning,2
138,334.0,23,night,11
211,275.0,20,night,4
144,541.0,3,night,6
232,145.0,7,morning,3
248,201.0,16,afternoon,4
107,269.0,15,afternoon,7
10,172.0,17,evening,4
145,232.00000000000003,17,evening,1
247,384.0,22,night,6
35,891.0,16,afternoon,11
71,277.0,10,morning,6
189,514.0,14,afternoon,4
51,478.00000000000006,8,morning,8
18,437.0,20,night,4
7,138.0,20,night,3
241,168.0,15,afternoon,2
195,264.0,17,evening,3
231,539.0,14,afternoon,11
44,273.0,0,night,3
20,266.0,3,night,10
35,306.0,18,evening,2
66,524.0,22,night,7
210,76.0,9,morning,5
254,174.0,10,morning,3
123,74.0,16,afternoon,6
80,271.0,20,night,6
95,147.0,7,morning,8
18,250.00000000000003,17,evening,3
231,367.0,21,night,2
116,155.0,9,morning,7
143,164.0,14,afternoon,10
137,1197.0,14,afternoon,11
232,292.0,11,morning,3
140,290.0,18,evening,6
247,222.0,15,afternoon,2
170,100.0,18,evening,5
50,265.0,16,afternoon,12
36,139.0,16,afternoon,5
31,435.0,13,afternoon,6
158,163.0,15,afternoon,2
75,240.00000000000003,15,afternoon,9
181,462.00000000000006,13,afternoon,8
231,198.0,21,night,3
177,1280.0,10,morning,1
225,253.00000000000003,9,morning,1
21,234.00000000000003,11,morning,3
92,474.00000000000006,18,evening,11
26,209.0,9,morning,1
172,597.0,11,morning,1
95,322.0,15,afternoon,10
188,-545.0,15,afternoon,11
170,304.0,3,night,7
39,226.0,2,night,8
148,198.0,21,night,2
68,183.0,14,afternoon,2
162,210.0,14,afternoon,1
3,174.0,11,morning,4
61,111.0,3,night,4
244,188.0,13,afternoon,6
107,263.0,18,evening,5
228,159.0,23,night,3
137,397.0,17,evening,5
234,243.00000000000003,13,afternoon,3
136,111.0,16,afternoon,1
163,79.0,16,afternoon,6
255,-632.0,18,evening,4
71,213.0,18,evening,2
4,283.0,18,evening,3
106,532.0,20,night,7
239,185.0,1,night,12
112,442.0,11,morning,5
90,284.0,22,night,2
185,304.0,10,morning,7
83,260.0,3,night,1
17,221.0,19,evening,7
164,-778.0,12,afternoon,2
116,121.0,21,night,3
49,487.00000000000006,22,night,8
97,267.0,10,morning,4
48,375.0,8,morning,3
181,180.0,7,morning,11
221,322.0,15,afternoon,5
233,297.0,9,morning,9
246,246.00000000000003,17,evening,7
140,481.00000000000006,19,evening,11
189,707.0,12,afternoon,12
158,104.0,19,evening,2
246,53.0,13,afternoon,8
193,382.0,14,afternoon,6
20,255.00000000000003,0,night,5
243,618.0,7,morning,1
91,395.0,4,night,1
13,331.0,21,night,4
147,229.00000000000003,15,afternoon,2
87,453.0,19,evening,7
145,333.0,5,night,8
164,198.0,3,night,7
90,219.0,0,night,1
47,370.0,14,afternoon,5
68,183.0,10,morning,11
228,135.0,15,afternoon,4
89,242.00000000000003,23,night,3
225,172.0,0,night,3
174,224.0,13,afternoon,2
247,168.0,12,afternoon,9
149,392.0,7,morning,2
79,272.0,10,morning,2
137,115.0,15,afternoon,3
152,200.0,13,afternoon,6
107,212.0,11,morning,11
246,204.0,15,afternoon,4
161,205.0,19,evening,11
69,216.0,9,morning,4
192,99.0,14,afternoon,10
224,179.0,18,evening,8
249,152.0,19,evening,3
69,283.0,14,afternoon,10
228,647.0,19,evening,10
61,84.0,14,afternoon,4
48,230.00000000000003,8,morning,11
161,313.0,16,afternoon,6
13,226.0,14,afternoon,8
160,380.0,0,night,5
98,397.0,17,evening,8
83,118.0,21,night,4
231,219.0,14,afternoon,8
10,297.0,6,morning,10
68,193.0,21,night,2
125,172.0,10,morning,6
256,199.0,18,evening,8
169,273.0,2,night,1
256,525.0,18,evening,11
191,237.00000000000003,7,morning,7
166,137.0,11,morning,6
177,236.00000000000003,15,afternoon,8
140,141.0,22,night,2
161,202.0,0,night,8
137,335.0,16,afternoon,6
255,120.0,17,evening,7
188,449.0,13,afternoon,6
114,148.0,9,morning,6
197,334.0,11,morning,3
10,262.0,15,afternoon,3
16,98.0,14,afternoon,6
75,439.0,14,afternoon,4
79,89.0,11,morning,10
161,99.0,17,evening,5
170,441.0,19,evening,12
202,246.00000000000003,17,evening,11
156,151.0,14,afternoon,4
180,255.00000000000003,8,morning,7
255,124.0,22,night,6
220,83.0,10,morning,8
135,-187.0,4,night,6
232,162.0,6,morning,7
258,262.0,9,morning,11
181,459.00000000000006,21,night,8
230,328.0,23,night,10
158,255.00000000000003,19,evening,6
36,163.0,11,morning,4
167,329.0,21,night,5
57,389.0,6,morning,7
4,63.00000000000001,1,night,12
167,102.0,17,evening,1
161,157.0,18,evening,11
132,289.0,19,evening,12
76,253.00000000000003,16,afternoon,8
149,258.0,19,evening,5
83,108.0,15,afternoon,1
195,300.0,14,afternoon,2
76,191.0,8,morning,6
236,192.0,19,evening,3
177,298.0,4,night,10
114,231.00000000000003,18,evening,4
68,151.0,10,morning,2
87,408.0,23,night,10
246,262.0,22,night,11
138,257.0,9,morning,3
143,317.0,14,afternoon,9
229,317.0,19,evening,2
258,386.0,16,afternoon,1
63,145.0,19,evening,8
188,376.0,14,afternoon,3
220,964.0,22,night,7
41,387.0,9,morning,12
58,317.0,11,morning,7
78,555.0,20,night,12
205,898.0,16,afternoon,6
158,126.0,13,afternoon,6
75,515.0,23,night,4
129,240.00000000000003,18,evening,1
13,496.00000000000006,16,afternoon,10
97,414.0,2,night,2
21,213.0,7,morning,3
186,384.0,19,evening,7
188,181.0,1,night,8
166,552.0,19,evening,5
83,247.00000000000003,15,afternoon,10
170,136.0,15,afternoon,11
169,167.0,3,night,8
148,228.0,0,night,4
161,106.0,15,afternoon,2
144,643.0,0,night,5
208,260.0,17,evening,2
85,134.0,9,morning,8
107,313.0,17,evening,3
75,535.0,18,evening,4
87,980.0,16,afternoon,6
238,145.0,14,afternoon,4
225,473.00000000000006,16,afternoon,10
150,107.0,22,night,11
37,239.00000000000003,14,afternoon,1
79,164.0,22,night,9
97,-347.0,10,morning,12
70,125.0,19,evening,2
82,141.0,23,night,7
108,156.0,8,morning,10
168,472.00000000000006,5,night,3
69,351.0,7,morning,6
76,231.00000000000003,20,night,1
233,556.0,10,morning,6
233,149.0,13,afternoon,7
22,240.00000000000003,6,morning,3
107,365.0,0,night,2
213,328.0,16,afternoon,9
220,430.0,4,night,6
36,186.0,3,night,4
41,213.0,8,morning,4
243,216.0,23,night,8
71,308.0,9,morning,3
217,422.0,19,evening,3
262,169.0,23,night,8
127,250.00000000000003,2,night,8
165,87.0,21,night,12
197,66.0,20,night,4
112,268.0,5,night,6
60,357.0,21,night,4
114,-557.0,12,afternoon,9
138,284.0,14,afternoon,5
62,234.00000000000003,3,night,11
229,410.0,14,afternoon,10
231,309.0,20,night,9
62,560.0,7,morning,6
142,162.0,21,night,9
45,175.0,16,afternoon,8
171,361.0,23,night,1
165,234.00000000000003,16,afternoon,1
79,118.0,16,afternoon,7
25,152.0,21,night,3
237,85.0,5,night,3
195,207.0,17,evening,6
138,100.0,9,morning,9
166,298.0,21,night,1
157,225.0,9,morning,2
177,101.0,17,evening,3
251,234.00000000000003,16,afternoon,2
230,1108.0,19,evening,5
209,656.0,8,morning,3
177,291.0,6,morning,6
231,119.0,12,afternoon,5
85,423.0,22,night,7
241,262.0,9,morning,4
244,345.0,12,afternoon,12
112,208.0,18,evening,4
167,224.0,20,night,2
229,436.0,18,evening,9
129,215.0,7,morning,8
202,235.00000000000003,19,evening,7
66,355.0,13,afternoon,11
68,592.0,0,night,7
186,105.0,12,afternoon,8
126,470.00000000000006,5,night,5
230,51.0,4,night,12
97,303.0,23,night,8
181,756.0,22,night,4
231,326.0,22,night,2
263,228.0,21,night,9
148,122.0,20,night,4
196,324.0,12,afternoon,12
42,254.00000000000003,2,night,7
36,291.0,20,night,3
173,472.00000000000006,16,afternoon,11
133,213.0,8,morning,9
232,372.0,20,night,8
231,366.0,19,evening,10
28,206.0,1,night,4
148,183.0,18,evening,12
82,209.0,10,morning,1
198,183.0,4,night,5
39,167.0,20,night,2
114,232.00000000000003,20,night,6
6,142.0,8,morning,4
163,131.0,20,night,1
255,457.00000000000006,21,night,4
157,771.0,11,morning,7
92,131.0,14,afternoon,2
155,395.0,14,afternoon,8
230,441.0,9,morning,7
43,190.0,10,morning,4
50,188.0,3,night,5
129,138.0,4,night,1
213,140.0,16,afternoon,1
149,177.0,17,evening,6
138,76.0,23,night,6
79,119.0,21,night,5
41,474.00000000000006,21,night,8
262,559.0,13,afternoon,3
7,279.0,19,evening,2
151,130.0,2,night,3
82,280.0,18,evening,2
189,700.0,23,night,4
112,173.0,18,evening,3
132,604.0,18,evening,11
234,297.0,15,afternoon,4
235,188.0,9,morning,3
242,287.0,19,evening,12
243,53.0,7,morning,7
246,-677.0,16,afternoon,6
164,163.0,8,morning,8
161,209.0,15,afternoon,1
145,210.0,13,afternoon,2
230,99.0,2,night,4
182,212.0,15,afternoon,6
131,869.0,11,morning,1
94,547.0,10,morning,8
203,226.0,19,evening,6
225,675.0,13,afternoon,6
35,333.0,13,afternoon,1
176,274.0,15,afternoon,8
147,110.0,20,night,1
213,455.0,12,afternoon,5
254,370.0,9,morning,7
218,266.0,15,afternoon,9
261,137.0,13,afternoon,9
76,193.0,8,morning,2
52,369.0,22,night,5
195,404.0,21,night,6
211,555.0,1,night,4
230,68.0,9,morning,1
112,220.0,1,night,7
37,223.0,8,morning,4
141,250.00000000000003,9,morning,10
234,125.0,20,night,3
72,231.00000000000003,16,afternoon,6
153,589.0,18,evening,4
132,241.00000000000003,19,evening,4
132,351.0,9,morning,8
169,551.0,8,morning,3
228,129.0,23,night,1
97,272.0,14,afternoon,7
198,232.00000000000003,20,night,3
260,90.0,17,evening,3
231,240.00000000000003,21,night,2
50,372.0,19,evening,7
170,235.00000000000003,20,night,7
124,695.0,22,night,6
37,591.0,3,night,4
138,192.0,19,evening,3
107,170.0,21,night,3
66,346.0,21,night,8
14,92.0,20,night,5
234,411.0,5,night,5
25,372.0,8,morning,7
11,477.00000000000006,8,morning,3
7,128.0,17,evening,2
232,110.0,12,afternoon,10
125,154.0,20,night,3
25,196.0,4,night,7
113,152.0,11,morning,7
198,260.0,19,evening,2
256,209.0,21,night,4
36,242.00000000000003,21,night,8
21,97.0,18,evening,5
249,190.0,21,night,5
143,789.0,8,morning,2
255,401.0,22,night,6
9,307.0,4,night,8
164,199.0,2,night,6
161,193.0,13,afternoon,7
231,356.0,13,afternoon,5
262,191.0,21,night,4
246,182.0,13,afternoon,6
119,369.0,13,afternoon,10
255,351.0,9,morning,5
158,330.0,8,morning,2
254,378.0,13,afternoon,6
188,394.0,7,morning,1
90,238.00000000000003,16,afternoon,5
7,211.0,10,morning,3
229,555.0,23,night,4
132,789.0,20,night,7
198,226.0,21,night,6
60,236.00000000000003,22,night,12
91,169.0,22,night,4
35,261.0,11,morning,8
89,662.0,15,afternoon,10
231,210.0,9,morning,2
75,205.0,14,afternoon,3
26,162.0,17,evening,11
241,126.0,15,afternoon,6
32,360.0,18,evening,2
39,201.0,19,evening,2
234,124.0,3,night,7
132,537.0,20,night,11
243,106.0,9,morning,3
48,135.0,10,morning,2
16,133.0,21,night,10
35,236.00000000000003,16,afternoon,8
161,231.00000000000003,17,evening,4
107,1004.0,17,evening,6
82,442.0,23,night,9
97,604.0,14,afternoon,3
7,155.0,6,morning,5
229,351.0,20,night,7
225,231.00000000000003,12,afternoon,6
78,197.0,6,morning,4
185,765.0,7,morning,6
160,212.0,11,morning,6
49,51.0,11,morning,1
168,327.0,21,night,7
66,284.0,18,evening,12
39,362.0,13,afternoon,2
100,351.0,17,evening,4
188,618.0,13,afternoon,4
79,346.0,12,afternoon,1
185,217.0,14,afternoon,6
170,164.0,21,night,2
234,371.0,19,evening,12
237,290.0,9,morning,4
175,323.0,7,morning,2
